State,PC No,Constituency,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share
JHARKHAND,12,LOHARDAGA,7,MARIANUS TIGGA,INDEPENDENT,9100,31,9131,0.94
JHARKHAND,12,LOHARDAGA,8,STEPHAN KINDO,INDEPENDENT,7594,5,7599,0.79
JHARKHAND,12,LOHARDAGA,9,BIHARI BHAGAT,PEOPLES PARTY OF INDIA (DEMOCRATIC),7558,44,7602,0.79
JHARKHAND,12,LOHARDAGA,10,RANJEET BHAGAT,INDEPENDENT,5510,17,5527,0.57
JHARKHAND,12,LOHARDAGA,11,RAMCHANDRA BHAGAT,LOKHIT ADHIKAR PARTY,4303,7,4310,0.45
JHARKHAND,12,LOHARDAGA,12,PAWAN TIGGA,INDEPENDENT,3685,28,3713,0.38
JHARKHAND,12,LOHARDAGA,13,ARPAN DEO BHAGAT,INDEPENDENT,2796,18,2814,0.29
JHARKHAND,12,LOHARDAGA,14,ARJUN TOPPO,INDEPENDENT,2706,41,2747,0.28
JHARKHAND,12,LOHARDAGA,15,MANI MUNDA,BHAGIDARI PARTY(P),2490,20,2510,0.26
JHARKHAND,12,LOHARDAGA,16,NOTA,NONE OF THE ABOVE,11304,80,11384,1.18
JHARKHAND,13,PALAMAU,1,VISHNU DAYAL RAM,BHARATIYA JANATA PARTY,762290,8072,770362,55.39
JHARKHAND,13,PALAMAU,2,MAMTA BHUIYAN,RASHTRIYA JANATA DAL,473668,7887,481555,34.63
JHARKHAND,13,PALAMAU,3,KAMESHWAR BAITHA,BAHUJAN SAMAJ PARTY,39267,733,40000,2.88
JHARKHAND,13,PALAMAU,4,SANAN RAM,LOKHIT ADHIKAR PARTY,17849,26,17875,1.29
JHARKHAND,13,PALAMAU,5,GANESH RAVI,INDEPENDENT,17669,30,17699,1.27
JHARKHAND,13,PALAMAU,6,BRAJESH KUMAR TURI,RASHTRIYA SAMANTA DAL,17542,24,17566,1.26
JHARKHAND,13,PALAMAU,7,VRINDA RAM,PEOPLES PARTY OF INDIA (DEMOCRATIC),11205,65,11270,0.81
JHARKHAND,13,PALAMAU,8,MAHENDRA BAITHA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),5097,18,5115,0.37
JHARKHAND,13,PALAMAU,9,RAM VACHAN RAM,BAHUJAN MUKTI PARTY,4924,29,4953,0.36
JHARKHAND,13,PALAMAU,10,NOTA,NONE OF THE ABOVE,24226,117,24343,1.75
JHARKHAND,14,HAZARIBAGH,1,MANISH JAISWAL,BHARATIYA JANATA PARTY,647416,7197,654613,51.76
JHARKHAND,14,HAZARIBAGH,2,JAI PRAKASH BHAI PATEL,INDIAN NATIONAL CONGRESS,371641,6286,377927,29.88
JHARKHAND,14,HAZARIBAGH,3,SANJAY KUMAR MEHTA,INDEPENDENT,156298,1679,157977,12.49
JHARKHAND,14,HAZARIBAGH,4,SHASHI BHUSHAN KESHRI,INDEPENDENT,15373,13,15386,1.22
JHARKHAND,14,HAZARIBAGH,5,ANIRUDDH KUMAR,COMMUNIST PARTY OF INDIA,10428,40,10468,0.83
JHARKHAND,14,HAZARIBAGH,6,MD. MOIN UDDIN AHMAD,BAHUJAN SAMAJ PARTY,7395,43,7438,0.59
JHARKHAND,14,HAZARIBAGH,7,MD. SERAJ,INDEPENDENT,5503,3,5506,0.44
JHARKHAND,14,HAZARIBAGH,8,VINOD KUMAR RANA,INDEPENDENT,4831,10,4841,0.38
JHARKHAND,14,HAZARIBAGH,9,KUNJ BIHARI KUMAR,LOKHIT ADHIKAR PARTY,4220,14,4234,0.33
JHARKHAND,14,HAZARIBAGH,10,CHHATHI DEVI,AKHIL BHARTIYA PARIVAR PARTY,3296,20,3316,0.26
JHARKHAND,14,HAZARIBAGH,11,ABHISHEK KUMAR,INDEPENDENT,2963,9,2972,0.24
JHARKHAND,14,HAZARIBAGH,12,NISHANT KUMAR SINHA,PEOPLES PARTY OF INDIA (DEMOCRATIC),2932,24,2956,0.23
JHARKHAND,14,HAZARIBAGH,13,MANOJ KUMAR BEDIA,INDEPENDENT,2559,19,2578,0.2
JHARKHAND,14,HAZARIBAGH,14,BHUNESHWAR BEDIYA,SAMATA PARTY,2236,28,2264,0.18
JHARKHAND,14,HAZARIBAGH,15,RAJ KUMAR,JHARKHAND PARTY,1885,50,1935,0.15
JHARKHAND,14,HAZARIBAGH,16,SHYAM BIHARI PRAJAPATI,BHAGIDARI PARTY(P),1818,21,1839,0.15
JHARKHAND,14,HAZARIBAGH,17,PRAKASH SONI,BHARTIYA AZAD SENA,1209,8,1217,0.1
JHARKHAND,14,HAZARIBAGH,18,NOTA,NONE OF THE ABOVE,7090,110,7200,0.57
UTTARAKHAND,1,TEHRI GARHWAL,1,MALA RAJYA LAKSHMI SHAH,BHARATIYA JANATA PARTY,455949,6654,462603,53.66
UTTARAKHAND,1,TEHRI GARHWAL,2,JOT SINGH GUNSOLA,INDIAN NATIONAL CONGRESS,187602,2508,190110,22.05
UTTARAKHAND,1,TEHRI GARHWAL,3,BOBY PANWAR,INDEPENDENT,162469,5612,168081,19.5
UTTARAKHAND,1,TEHRI GARHWAL,4,NAVNEET SINGH GOSAIN,RASHTRIYA UTTARAKHAND PARTY,9969,57,10026,1.16
UTTARAKHAND,1,TEHRI GARHWAL,5,NEMCHAND,BAHUJAN SAMAJ PARTY,6786,122,6908,0.8
UTTARAKHAND,1,TEHRI GARHWAL,6,BRIJ BHUSHAN KARANWAL,BHARTIYA RASHTRIYA EKTA DAL,3545,25,3570,0.41
UTTARAKHAND,1,TEHRI GARHWAL,7,SARDAR KHAN PAPPU,INDEPENDENT,3268,7,3275,0.38
UTTARAKHAND,1,TEHRI GARHWAL,8,VEPIN KUMAR AGGARWAL,INDEPENDENT,3173,43,3216,0.37
UTTARAKHAND,1,TEHRI GARHWAL,9,RAMPAL SINGH,PEOPLES PARTY OF INDIA (DEMOCRATIC),2343,19,2362,0.27
UTTARAKHAND,1,TEHRI GARHWAL,10,SUDESH TOMAR,INDEPENDENT,2261,7,2268,0.26
UTTARAKHAND,1,TEHRI GARHWAL,11,PREM DUTT SEMWAL,INDEPENDENT,2134,30,2164,0.25
UTTARAKHAND,1,TEHRI GARHWAL,12,NOTA,NONE OF THE ABOVE,7304,154,7458,0.87
UTTARAKHAND,2,GARHWAL,1,ANIL BALUNI,BHARATIYA JANATA PARTY,418531,13628,432159,58.6
UTTARAKHAND,2,GARHWAL,2,GANESH GODIYAL,INDIAN NATIONAL CONGRESS,262692,5964,268656,36.43
UTTARAKHAND,2,GARHWAL,3,SONU KUMAR,INDEPENDENT,4803,19,4822,0.65
UTTARAKHAND,2,GARHWAL,4,ASHUTOSH SINGH,UTTARAKHAND KRANTI DAL,4182,379,4561,0.62
UTTARAKHAND,2,GARHWAL,5,DHEER SINGH,BAHUJAN SAMAJ PARTY,4007,115,4122,0.56
UTTARAKHAND,2,GARHWAL,6,MUKESH PRAKASH,INDEPENDENT,3064,15,3079,0.42
UTTARAKHAND,2,GARHWAL,7,SURESHI DEVI,PEOPLES PARTY OF INDIA (DEMOCRATIC),1472,40,1512,0.21
UTTARAKHAND,2,GARHWAL,8,DEEPENDRA SINGH NEGI,INDEPENDENT,1408,232,1640,0.22
UTTARAKHAND,2,GARHWAL,9,ARJUN SINGH,AKHIL BHARTIYA PARIVAR PARTY,1308,70,1378,0.19
UTTARAKHAND,2,GARHWAL,10,RESHMA PANWAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1168,125,1293,0.18
UTTARAKHAND,2,GARHWAL,11,DR MUKESH PANT,SAINIK SAMAJ PARTY,1121,58,1179,0.16
UTTARAKHAND,2,GARHWAL,12,VINOD KUMAR SHARMA,UTTARAKHAND SAMANTA PARTY,838,46,884,0.12
UTTARAKHAND,2,GARHWAL,13,SHYAMLAL,BAHUJAN MUKTI PARTY,743,28,771,0.1
UTTARAKHAND,2,GARHWAL,14,NOTA,NONE OF THE ABOVE,11224,151,11375,1.54
UTTARAKHAND,3,ALMORA,1,AJAY TAMTA,BHARATIYA JANATA PARTY,417535,11632,429167,64.2
UTTARAKHAND,3,ALMORA,2,PRADEEP TAMTA,INDIAN NATIONAL CONGRESS,191642,3428,195070,29.18
UTTARAKHAND,3,ALMORA,3,NARAYAN RAM,BAHUJAN SAMAJ PARTY,9840,235,10075,1.51
UTTARAKHAND,3,ALMORA,4,KIRAN ARYA,UTTARAKHAND PARIVARTAN PARTY,5528,250,5778,0.86
UTTARAKHAND,3,ALMORA,5,ARJUN PRASAD,INDEPENDENT,4591,116,4707,0.7
UTTARAKHAND,3,ALMORA,6,DR PRAMOD KUMAR,PEOPLES PARTY OF INDIA (DEMOCRATIC),4401,56,4457,0.67
UTTARAKHAND,3,ALMORA,7,ER JYOTI PRAKASH TAMTA,BAHUJAN MUKTI PARTY,2178,46,2224,0.33
UTTARAKHAND,3,ALMORA,8,NOTA,NONE OF THE ABOVE,16697,322,17019,2.55
UTTARAKHAND,4,NAINITAL-UDHAMSINGH NAGAR,1,AJAY BHATT,BHARATIYA JANATA PARTY,766397,6274,772671,61.03
UTTARAKHAND,4,NAINITAL-UDHAMSINGH NAGAR,2,PRAKASH JOSHI,INDIAN NATIONAL CONGRESS,434916,3207,438123,34.61
UTTARAKHAND,4,NAINITAL-UDHAMSINGH NAGAR,3,AKHTAR ALI,BAHUJAN SAMAJ PARTY,23276,179,23455,1.85
UTTARAKHAND,4,NAINITAL-UDHAMSINGH NAGAR,4,AKHALESH KUMAR,AKHIL BHARTIYA PARIVAR PARTY,4871,31,4902,0.39
UTTARAKHAND,4,NAINITAL-UDHAMSINGH NAGAR,5,HITESH PATHAK,INDEPENDENT,4287,28,4315,0.34
UTTARAKHAND,4,NAINITAL-UDHAMSINGH NAGAR,6,RAMESH KUMAR MAX,INDEPENDENT,3271,29,3300,0.26
UTTARAKHAND,4,NAINITAL-UDHAMSINGH NAGAR,7,AMAR SINGH SAINI,PEOPLES PARTY OF INDIA (DEMOCRATIC),2963,24,2987,0.24
UTTARAKHAND,4,NAINITAL-UDHAMSINGH NAGAR,8,JEEVAN CHANDRA UPRETI,BHARAT KI LOK JIMMEDAR PARTY,2292,18,2310,0.18
UTTARAKHAND,4,NAINITAL-UDHAMSINGH NAGAR,9,SHIB SINGH,UTTARAKHAND KRANTI DAL,1809,46,1855,0.15
UTTARAKHAND,4,NAINITAL-UDHAMSINGH NAGAR,10,SURENDRA SINGH,BHARTIYA SHAKTI CHETNA PARTY,1655,18,1673,0.13
UTTARAKHAND,4,NAINITAL-UDHAMSINGH NAGAR,11,NOTA,NONE OF THE ABOVE,10227,198,10425,0.82
UTTARAKHAND,5,HARIDWAR,1,TRIVENDRA SINGH RAWAT,BHARATIYA JANATA PARTY,648498,5310,653808,50.19
UTTARAKHAND,5,HARIDWAR,2,VIRENDRA RAWAT,INDIAN NATIONAL CONGRESS,487406,2346,489752,37.6
UTTARAKHAND,5,HARIDWAR,3,UMESH KUMAR PATRAKAR,INDEPENDENT,89958,1230,91188,7
UTTARAKHAND,5,HARIDWAR,4,JAMIL AHMAD,BAHUJAN SAMAJ PARTY,42116,207,42323,3.25
UTTARAKHAND,5,HARIDWAR,5,BALBIR SINGH BHANDARI,UTTARAKHAND SAMANTA PARTY,2943,18,2961,0.23
UTTARAKHAND,5,HARIDWAR,6,MOHAN SINGH ASWAL,UTTARAKHAND KRANTI DAL,2809,45,2854,0.22
UTTARAKHAND,5,HARIDWAR,7,VIJAY KUMAR,INDEPENDENT,2409,1,2410,0.19
UTTARAKHAND,5,HARIDWAR,8,PAWAN KASHYAP,INDEPENDENT,2170,8,2178,0.17
UTTARAKHAND,5,HARIDWAR,9,KARAN SINGH SAINI ENGINEER,INDEPENDENT,1963,11,1974,0.15
UTTARAKHAND,5,HARIDWAR,10,AKRAM HUSSAIN,INDEPENDENT,1678,7,1685,0.13
UTTARAKHAND,5,HARIDWAR,11,LALIT KUMAR,PEOPLES PARTY OF INDIA (DEMOCRATIC),1396,14,1410,0.11
UTTARAKHAND,5,HARIDWAR,12,SURESH PAL,BHARTIYA RASHTRIYA EKTA DAL,1150,12,1162,0.09
UTTARAKHAND,5,HARIDWAR,13,ASHISH DHYANI,INDEPENDENT,1107,10,1117,0.09
UTTARAKHAND,5,HARIDWAR,14,AVNISH KUMAR,INDEPENDENT,967,8,975,0.07
UTTARAKHAND,5,HARIDWAR,15,NOTA,NONE OF THE ABOVE,6663,163,6826,0.52
TELANGANA,1,ADILABAD,1,GODAM NAGESH,BHARATIYA JANATA PARTY,558936,9232,568168,45.98
TELANGANA,1,ADILABAD,2,ATHRAM SUGUNA,INDIAN NATIONAL CONGRESS,472333,5183,477516,38.65
TELANGANA,1,ADILABAD,3,ATHRAM SAKKU,BHARAT RASHTRA SAMITHI,136463,837,137300,11.11
TELANGANA,1,ADILABAD,4,MALOTHU SYAMLAL NAYAK,ALLIANCE OF DEMOCRATIC REFORMS PARTY,7489,10,7499,0.61
TELANGANA,1,ADILABAD,5,MESRAM JANGUBAPU,BAHUJAN SAMAJ PARTY,6689,55,6744,0.55
TELANGANA,1,ADILABAD,6,RATHOD SUBASH,INDEPENDENT,6434,94,6528,0.53
TELANGANA,1,ADILABAD,7,BUKYA JAIVANTH RAO,INDEPENDENT,6427,19,6446,0.52
TELANGANA,1,ADILABAD,8,CHAVAN SUDHARSHAN,ANNA YSR CONGRESS PARTY,4618,26,4644,0.38
TELANGANA,1,ADILABAD,9,GANGADEVI MESRAM,DHARMA SAMAJ PARTY,3445,23,3468,0.28
TELANGANA,1,ADILABAD,10,N. TIRUPATI,VIDHYARTHULA RAJAKIYA PARTY,2284,8,2292,0.19
TELANGANA,1,ADILABAD,11,KODAPA VAMAN RAO,GONDWANA DANDKARANYA PARTY,1677,8,1685,0.14
TELANGANA,1,ADILABAD,12,GEDAM. SAGAR,INDIA PRAJA BANDHU PARTY,1537,8,1545,0.13
TELANGANA,1,ADILABAD,13,NOTA,NONE OF THE ABOVE,11650,112,11762,0.95
TELANGANA,2,PEDDAPALLE,1,VAMSI KRISHNA GADDAM,INDIAN NATIONAL CONGRESS,470180,5407,475587,43.42
TELANGANA,2,PEDDAPALLE,2,SRINIVAS GOMASE,BHARATIYA JANATA PARTY,339107,5116,344223,31.43
TELANGANA,2,PEDDAPALLE,3,ESHWAR KOPPULA,BHARAT RASHTRA SAMITHI,191891,1465,193356,17.65
TELANGANA,2,PEDDAPALLE,4,ERUKULLA RAJA NARSAIAH,BAHUJAN SAMAJ PARTY,6730,69,6799,0.62
TELANGANA,2,PEDDAPALLE,5,VENUGOPAL MOYYI,BAHUJAN MUKTI PARTY,5220,3,5223,0.48
TELANGANA,2,PEDDAPALLE,6,MOTHE NARESH,PEOPLES PARTY OF INDIA (DEMOCRATIC),4998,9,5007,0.46
TELANGANA,2,PEDDAPALLE,7,RAMESH MANDA,DHARMA SAMAJ PARTY,4314,20,4334,0.4
TELANGANA,2,PEDDAPALLE,8,AMBOJU SUMALATHA,ALLIANCE OF DEMOCRATIC REFORMS PARTY,3770,13,3783,0.35
TELANGANA,2,PEDDAPALLE,9,DURGAM RAMULU,INDEPENDENT,3432,2,3434,0.31
TELANGANA,2,PEDDAPALLE,10,MULKALLA RAJENDRAPRASAD,INDEPENDENT,2786,3,2789,0.25
TELANGANA,2,PEDDAPALLE,11,RAMCHANDAR NICHHAKOLA,DALITA BAHUJANA PARTY,2589,40,2629,0.24
TELANGANA,2,PEDDAPALLE,12,KANDI CHANDU,RASHTRIYA MANAV PARTY,2409,1,2410,0.22
TELANGANA,2,PEDDAPALLE,13,RAMULA KARTHIK,INDEPENDENT,2284,4,2288,0.21
TELANGANA,2,PEDDAPALLE,14,MOLUGU VENKATESH,NEW INDIA PARTY,2234,35,2269,0.21
TELANGANA,2,PEDDAPALLE,15,ERUGURALA BHAGYALAXMI,PYRAMID PARTY OF INDIA,2113,12,2125,0.19
TELANGANA,2,PEDDAPALLE,16,GADDAM MARUTHI,INDEPENDENT,2073,8,2081,0.19
TELANGANA,2,PEDDAPALLE,17,NAVEEN NUKALA,INDEPENDENT,2057,10,2067,0.19
TELANGANA,2,PEDDAPALLE,18,MEKALA AKSHAY KUMAR,INDEPENDENT,1899,3,1902,0.17
TELANGANA,2,PEDDAPALLE,19,KATKURI SANDEEP,INDEPENDENT,1867,5,1872,0.17
TELANGANA,2,PEDDAPALLE,20,BOTLA CHANDRAIAH,INDEPENDENT,1744,3,1747,0.16
TELANGANA,2,PEDDAPALLE,21,ERIKILLA RAJESH,INDEPENDENT,1731,3,1734,0.16
TELANGANA,2,PEDDAPALLE,22,AKKAPAKA THIRUPATHI,INDEPENDENT,1662,7,1669,0.15
TELANGANA,2,PEDDAPALLE,23,DURGAM SANTHOSH,PRAJARAJYA SAMITHI,1576,38,1614,0.15
TELANGANA,2,PEDDAPALLE,24,MAMIDIPALLY BAPAIAH,INDEPENDENT,1501,3,1504,0.14
TELANGANA,2,PEDDAPALLE,25,DUDA MAHIPAL,INDEPENDENT,1495,1,1496,0.14
TELANGANA,2,PEDDAPALLE,26,BOODIDHA THIRUPATHI,INDEPENDENT,1392,1,1393,0.13
TELANGANA,2,PEDDAPALLE,27,DAGAM SRINIVAS,INDEPENDENT,1384,4,1388,0.13
TELANGANA,2,PEDDAPALLE,28,KADASI SHEKHAR,INDEPENDENT,1266,6,1272,0.12
TELANGANA,2,PEDDAPALLE,29,DR VASARLA NATHANIAL,INDEPENDENT,1195,22,1217,0.11
TELANGANA,2,PEDDAPALLE,30,AARNAKONDA RAJU,INDEPENDENT,1160,7,1167,0.11
TELANGANA,2,PEDDAPALLE,31,NARESH JANAGAMA,INDEPENDENT,1117,6,1123,0.1
TELANGANA,2,PEDDAPALLE,32,CHILUKA ANAND,YUVA TARAM PARTY,1089,4,1093,0.1
TELANGANA,2,PEDDAPALLE,33,TALLAPALLY NARESH,INDEPENDENT,967,1,968,0.09
TELANGANA,2,PEDDAPALLE,34,KURMA MAHENDER,INDEPENDENT,863,2,865,0.08
TELANGANA,2,PEDDAPALLE,35,CHANDANAGIRI SHRINIVAS,INDEPENDENT,766,0,766,0.07
TELANGANA,2,PEDDAPALLE,36,KASHI SATHISH KUMAR,ANTI CORRUPTION DYNAMIC PARTY,745,6,751,0.07
TELANGANA,2,PEDDAPALLE,37,KANAKAIAH MULKALA,SOCIALIST PARTY (INDIA),709,11,720,0.07
TELANGANA,2,PEDDAPALLE,38,SRINIVAS PANTHUKALA,INDEPENDENT,701,2,703,0.06
TELANGANA,2,PEDDAPALLE,39,KONKATI LINGA MURTHI,INDEPENDENT,659,2,661,0.06
TELANGANA,2,PEDDAPALLE,40,JUPAKA KIRAN,INDEPENDENT,649,4,653,0.06
TELANGANA,2,PEDDAPALLE,41,RAJKUMAR DURGAM,INDEPENDENT,478,1,479,0.04
TELANGANA,2,PEDDAPALLE,42,RAJESHAM RACHARLA,INDEPENDENT,422,1,423,0.04
TELANGANA,2,PEDDAPALLE,43,NOTA,NONE OF THE ABOVE,5591,120,5711,0.52
TELANGANA,3,KARIMNAGAR,1,BANDI SANJAY KUMAR,BHARATIYA JANATA PARTY,578827,6289,585116,44.57
TELANGANA,3,KARIMNAGAR,2,VELCHALA RAJENDER RAO,INDIAN NATIONAL CONGRESS,357446,2461,359907,27.41
TELANGANA,3,KARIMNAGAR,3,VINOD KUMAR BOIANAPALLI,BHARAT RASHTRA SAMITHI,280867,1296,282163,21.49
TELANGANA,3,KARIMNAGAR,4,ABBADI BUCHI REDDY,INDEPENDENT,11602,10,11612,0.88
TELANGANA,3,KARIMNAGAR,5,ARUNA THALLAPALLY,ALLIANCE OF DEMOCRATIC REFORMS PARTY,9043,21,9064,0.69
TELANGANA,3,KARIMNAGAR,6,KOTA SHYAM KUMAR,INDEPENDENT,8744,12,8756,0.67
TELANGANA,3,KARIMNAGAR,7,ANOSE KATKOORI,INDEPENDENT,8699,7,8706,0.66
TELANGANA,3,KARIMNAGAR,8,MAREPALLI MOGILAIAH,BAHUJAN SAMAJ PARTY,8010,99,8109,0.62
TELANGANA,3,KARIMNAGAR,9,RAJENDER POTHURI,INDEPENDENT,3250,7,3257,0.25
TELANGANA,3,KARIMNAGAR,10,SRAVAN PEDDAPELLY,BHARATHIYA YUVAKULA DALAM,3068,6,3074,0.23
TELANGANA,3,KARIMNAGAR,11,GADDA SATHISH,INDEPENDENT,2936,9,2945,0.22
TELANGANA,3,KARIMNAGAR,12,ANILREDDY KADTHALA,NATIONAL NAVA KRANTHI PARTY,2747,7,2754,0.21
TELANGANA,3,KARIMNAGAR,13,CHILUVERU SRIKANTH,DHARMA SAMAJ PARTY,2553,33,2586,0.2
TELANGANA,3,KARIMNAGAR,14,AKSHAY KUMAR MEKALA,INDEPENDENT,2219,5,2224,0.17
TELANGANA,3,KARIMNAGAR,15,JOURNALIST VIKRAM REDDY VEMULAA,INDEPENDENT,2090,6,2096,0.16
TELANGANA,3,KARIMNAGAR,16,ASHOK PANCHIKA,SOCIAL JUSTICE PARTY OF INDIA,1914,10,1924,0.15
TELANGANA,3,KARIMNAGAR,17,GAVVALA LAXMI,INDEPENDENT,1738,6,1744,0.13
TELANGANA,3,KARIMNAGAR,18,GATTAIAH YADAV BARIGE,INDEPENDENT,1688,6,1694,0.13
TELANGANA,3,KARIMNAGAR,19,RANAPRATAP GATTU,SOCIALIST PARTY (INDIA),1606,7,1613,0.12
TELANGANA,3,KARIMNAGAR,20,GUDISHE  MOHAN,INDEPENDENT,1471,3,1474,0.11
TELANGANA,3,KARIMNAGAR,21,MANASA PERALA,INDEPENDENT,1106,19,1125,0.09
TELANGANA,3,KARIMNAGAR,22,PODISHETTI SAMMAIAH,BAHUJAN MUKTI PARTY,994,0,994,0.08
TELANGANA,3,KARIMNAGAR,23,VENKATANARSAIAH DYAGALA @ DEGALA,INDEPENDENT,926,2,928,0.07
TELANGANA,3,KARIMNAGAR,24,SHIVARATRI SRINIVAS,INDEPENDENT,887,2,889,0.07
TELANGANA,3,KARIMNAGAR,25,CHINTHA ANILKUMAR,PYRAMID PARTY OF INDIA,823,7,830,0.06
TELANGANA,3,KARIMNAGAR,26,CHEEKOTI VARUN KUMAR GUPTA,TELUGU CONGRESS PARTY,783,7,790,0.06
TELANGANA,3,KARIMNAGAR,27,RAPOLE RAMKUMAR BHARADWAJ,INDEPENDENT,572,3,575,0.04
TELANGANA,3,KARIMNAGAR,28,DEVUNOORI SRINIVASU,INDEPENDENT,465,0,465,0.04
TELANGANA,3,KARIMNAGAR,29,NOTA,NONE OF THE ABOVE,5373,65,5438,0.41
TELANGANA,4,NIZAMABAD,1,ARVIND DHARMAPURI,BHARATIYA JANATA PARTY,588244,4074,592318,48.02
TELANGANA,4,NIZAMABAD,2,JEEVANREDDY THATIPARTHI,INDIAN NATIONAL CONGRESS,480501,2576,483077,39.16
TELANGANA,4,NIZAMABAD,3,GOVERDHAN BAJIREDDY,BHARAT RASHTRA SAMITHI,101929,477,102406,8.3
TELANGANA,4,NIZAMABAD,4,GANTA CHARITHA RAO,INDEPENDENT,5707,3,5710,0.46
TELANGANA,4,NIZAMABAD,5,YOUGENDAR GATLA,ALLIANCE OF DEMOCRATIC REFORMS PARTY,5439,14,5453,0.44
TELANGANA,4,NIZAMABAD,6,KOTAGIRI SRINIVAS,INDEPENDENT,5308,4,5312,0.43
TELANGANA,4,NIZAMABAD,7,PUPPALA LIMBADRI,BAHUJAN SAMAJ PARTY,4220,43,4263,0.35
TELANGANA,4,NIZAMABAD,8,TUTUKURU JEEVAN REDDY,INDEPENDENT,4085,6,4091,0.33
TELANGANA,4,NIZAMABAD,9,KANDELA SUMAN,DHARMA SAMAJ PARTY,3842,44,3886,0.32
TELANGANA,4,NIZAMABAD,10,GOLI. NARESH,DALITA BAHUJANA PARTY,3017,7,3024,0.25
TELANGANA,4,NIZAMABAD,11,ARE RAJENDHAR,INDEPENDENT,2906,1,2907,0.24
TELANGANA,4,NIZAMABAD,12,KOTHAKONDA SHAKTI PRASAD,INDEPENDENT,2103,3,2106,0.17
TELANGANA,4,NIZAMABAD,13,VEMULAA VIKRAM REDDY,INDEPENDENT,2073,1,2074,0.17
TELANGANA,4,NIZAMABAD,14,GOPI CHENDRIAH,INDEPENDENT,1721,2,1723,0.14
TELANGANA,4,NIZAMABAD,15,ALI MANSOOR,ANNA YSR CONGRESS PARTY,1454,14,1468,0.12
TELANGANA,4,NIZAMABAD,16,GUYYA SAIKRISHNA MURTHY,YUGA THULASI PARTY,1123,6,1129,0.09
TELANGANA,4,NIZAMABAD,17,SYED ASGAR,INDEPENDENT,1046,2,1048,0.08
TELANGANA,4,NIZAMABAD,18,MALAVAT VITHAL,INDEPENDENT,919,0,919,0.07
TELANGANA,4,NIZAMABAD,19,MOGILI RAJKUMAR,INDIA PRAJA BANDHU PARTY,825,5,830,0.07
TELANGANA,4,NIZAMABAD,20,RAPELLY SRINIVAS,INDEPENDENT,791,2,793,0.06
TELANGANA,4,NIZAMABAD,21,DESHABOINA LAXMINARAYANA,INDEPENDENT,723,0,723,0.06
TELANGANA,4,NIZAMABAD,22,ABBAGONI ASHOK GOUD,BAHUJANA LEFT PARTY,641,8,649,0.05
TELANGANA,4,NIZAMABAD,23,DEVATHI SRINIVAS,BAHUJAN MUKTI PARTY,624,12,636,0.05
TELANGANA,4,NIZAMABAD,24,B B NAIK,INDEPENDENT,581,0,581,0.05
TELANGANA,4,NIZAMABAD,25,BHUKYA. NANDU,VIDHYARTHULA RAJAKIYA PARTY,574,6,580,0.05
TELANGANA,4,NIZAMABAD,26,RAPALLY SATYANARAYANA,INDEPENDENT,425,1,426,0.03
TELANGANA,4,NIZAMABAD,27,RAGI ANIL,INDEPENDENT,367,8,375,0.03
TELANGANA,4,NIZAMABAD,28,PALAMURI SAI NIKHIL,INDEPENDENT,303,4,307,0.02
TELANGANA,4,NIZAMABAD,29,PRASHANTH KATRAJI,INDEPENDENT,284,0,284,0.02
TELANGANA,4,NIZAMABAD,30,NOTA,NONE OF THE ABOVE,4440,43,4483,0.36
TELANGANA,5,ZAHIRABAD,1,SURESH KUMAR SHETKAR,INDIAN NATIONAL CONGRESS,523919,4499,528418,42.73
TELANGANA,5,ZAHIRABAD,2,B. B. PATIL,BHARATIYA JANATA PARTY,476023,6207,482230,39
TELANGANA,5,ZAHIRABAD,3,ANILKUMAR GALI,BHARAT RASHTRA SAMITHI,171412,666,172078,13.92
TELANGANA,5,ZAHIRABAD,4,KOTHA BALIJA BASWARAJ,TELANGANA PRAJA SHAKTHI PARTY,8362,11,8373,0.68
TELANGANA,5,ZAHIRABAD,5,CHAVAGANI MANI,ALLIANCE OF DEMOCRATIC REFORMS PARTY,6295,14,6309,0.51
TELANGANA,5,ZAHIRABAD,6,YAKUB SHARIF MD,INDEPENDENT,5484,5,5489,0.44
TELANGANA,5,ZAHIRABAD,7,MAHADHEV SWAMI MATAM,INDEPENDENT,5408,4,5412,0.44
TELANGANA,5,ZAHIRABAD,8,B. MARUTHI RAO,INDEPENDENT,4248,4,4252,0.34
TELANGANA,5,ZAHIRABAD,9,S. RAJU,INDEPENDENT,3511,3,3514,0.28
TELANGANA,5,ZAHIRABAD,10,SATYANARAYANA GOUD KOVURI,INDEPENDENT,2875,1,2876,0.23
TELANGANA,5,ZAHIRABAD,11,RAMESH. SAJJAPUR.,INDEPENDENT,2477,2,2479,0.2
TELANGANA,5,ZAHIRABAD,12,KAMMARI ANANDEESHWAR,INDEPENDENT,2381,3,2384,0.19
TELANGANA,5,ZAHIRABAD,13,JAIPAL NAYAK JADAVATH,INDEPENDENT,2217,51,2268,0.18
TELANGANA,5,ZAHIRABAD,14,GURRAPU MACHANDER,ALL INDIA FORWARD BLOC,1760,9,1769,0.14
